time,watts,cadence,distance,velocity_smooth,torque,left_right_balance,heartrate,temp
1559.0,80.0,60.0,10440.4,7.011,13.0,101.0,131.0,26.0
1560.0,78.0,60.0,10450.81,7.001,12.0,101.0,131.0,26.0
1562.0,88.0,60.0,10461.14,7.004,14.0,101.0,133.0,26.0
1564.0,89.0,63.0,10475.32,7.018,13.0,101.0,133.0,26.0
1566.0,69.0,62.0,10489.35,6.781,11.0,101.0,134.0,26.0
1568.0,90.0,61.0,10501.82,6.659,14.0,101.0,134.0,26.0
1569.0,90.0,61.0,10509.13,6.792,14.0,101.0,134.0,26.0
1571.0,88.0,62.0,10523.24,7.128,14.0,101.0,134.0,26.0
1573.0,82.0,61.0,10536.64,7.051,13.0,101.0,134.0,26.0
1574.0,83.0,61.0,10544.18,7.014,13.0,101.0,134.0,26.0
1576.0,87.0,61.0,10558.47,7.062,14.0,101.0,134.0,26.0
1578.0,88.0,63.0,10571.99,7.222,13.0,101.0,133.0,26.0
1579.0,87.0,61.0,10579.84,7.241,14.0,101.0,132.0,26.0
1581.0,86.0,61.0,10594.34,7.134,13.0,101.0,132.0,26.0
1582.0,78.0,62.0,10602.04,7.058,12.0,101.0,131.0,26.0
1584.0,78.0,63.0,10615.35,7.051,12.0,101.0,131.0,26.0
1586.0,82.0,61.0,10629.64,7.1,13.0,101.0,131.0,26.0
1588.0,91.0,61.0,10644.06,7.166,14.0,101.0,133.0,26.0
1590.0,86.0,60.0,10657.33,6.991,14.0,101.0,134.0,26.0
1591.0,90.0,60.0,10664.88,6.985,14.0,101.0,134.0,26.0
1593.0,89.0,61.0,10679.26,7.223,14.0,101.0,135.0,26.0
1595.0,87.0,61.0,10692.87,7.177,14.0,101.0,135.0,26.0
1597.0,78.0,62.0,10707.27,7.093,12.0,101.0,135.0,26.0
1598.0,86.0,61.0,10714.95,7.058,13.0,101.0,135.0,26.0
1600.0,91.0,61.0,10728.22,7.07,14.0,101.0,133.0,26.0
1601.0,86.0,62.0,10735.93,7.139,13.0,101.0,133.0,26.0
1603.0,90.0,62.0,10750.49,7.212,14.0,101.0,132.0,26.0
1605.0,86.0,61.0,10764.02,7.129,13.0,101.0,132.0,26.0
1606.0,81.0,61.0,10771.63,7.064,13.0,101.0,132.0,26.0
1608.0,98.0,61.0,10785.93,7.148,15.0,101.0,132.0,26.0
1610.0,81.0,63.0,10800.56,7.202,12.0,101.0,133.0,26.0
1612.0,76.0,63.0,10813.87,6.944,12.0,101.0,133.0,26.0
1613.0,84.0,62.0,10821.38,6.937,13.0,101.0,132.0,26.0
1615.0,97.0,61.0,10835.52,7.076,15.0,101.0,132.0,26.0
1617.0,85.0,62.0,10849.11,7.136,13.0,101.0,132.0,26.0
1618.0,85.0,62.0,10857.73,7.123,13.0,101.0,131.0,26.0
1620.0,87.0,61.0,10870.94,6.95,14.0,101.0,131.0,26.0
1622.0,76.0,60.0,10884.08,6.88,12.0,101.0,130.0,26.0
1623.0,80.0,60.0,10891.48,6.879,13.0,101.0,130.0,26.0
1625.0,83.0,61.0,10905.34,6.899,13.0,101.0,131.0,26.0
1626.0,80.0,60.0,10912.82,6.958,13.0,101.0,132.0,26.0
1628.0,86.0,61.0,10926.11,7.1,13.0,101.0,135.0,26.0
1630.0,78.0,64.0,10940.61,7.17,12.0,101.0,134.0,26.0
1631.0,81.0,63.0,10948.28,7.054,12.0,101.0,134.0,26.0
1633.0,79.0,62.0,10961.6,6.998,12.0,101.0,135.0,26.0
1635.0,90.0,61.0,10975.92,7.087,14.0,101.0,136.0,26.0
1636.0,78.0,62.0,10983.54,7.047,12.0,101.0,137.0,26.0
1638.0,84.0,62.0,10997.89,7.098,13.0,101.0,137.0,26.0
1640.0,93.0,62.0,11011.43,7.247,14.0,101.0,136.0,26.0
1641.0,107.0,62.0,11019.34,7.375,16.0,101.0,136.0,26.0
1643.0,69.0,62.0,11032.73,6.875,11.0,101.0,135.0,26.0
1645.0,75.0,59.0,11045.97,6.539,12.0,101.0,135.0,26.0
1646.0,71.0,58.0,11053.22,6.655,12.0,101.0,135.0,26.0
1648.0,75.0,58.0,11066.02,6.842,12.0,101.0,135.0,26.0
1650.0,85.0,60.0,11080.0,7.015,14.0,101.0,135.0,26.0
1651.0,86.0,61.0,11087.61,7.039,13.0,101.0,135.0,26.0
1653.0,74.0,59.0,11100.65,6.83,12.0,101.0,135.0,26.0
1655.0,85.0,59.0,11114.34,6.827,14.0,101.0,133.0,26.0
1657.0,84.0,59.0,11131.36,7.051,14.0,101.0,132.0,26.0
1659.0,92.0,61.0,11141.91,7.126,14.0,101.0,131.0,26.0
1660.0,88.0,61.0,11149.61,7.158,14.0,101.0,131.0,26.0
1662.0,88.0,61.0,11164.01,7.038,14.0,101.0,131.0,26.0
1664.0,59.0,65.0,11181.26,7.119,9.0,101.0,131.0,26.0
1666.0,113.0,62.0,11195.58,7.119,17.0,101.0,131.0,26.0
1668.0,95.0,62.0,11206.08,7.087,15.0,101.0,131.0,26.0
1669.0,99.0,64.0,11216.82,7.307,15.0,101.0,131.0,26.0
1671.0,95.0,62.0,11231.52,7.307,15.0,101.0,131.0,26.0
1673.0,92.0,62.0,11246.14,7.193,14.0,101.0,131.0,26.0
1675.0,90.0,62.0,11256.87,7.228,14.0,101.0,131.0,26.0
1676.0,99.0,63.0,11264.68,7.291,15.0,101.0,131.0,26.0
1678.0,91.0,64.0,11278.66,7.393,14.0,101.0,131.0,26.0
1679.0,76.0,63.0,11289.63,7.238,12.0,101.0,131.0,26.0
1680.0,93.0,61.0,11297.35,7.123,15.0,101.0,131.0,26.0
1682.0,85.0,64.0,11311.73,7.251,13.0,101.0,131.0,26.0
1684.0,89.0,62.0,11325.38,7.181,14.0,101.0,131.0,26.0
1685.0,76.0,62.0,11333.07,7.084,12.0,101.0,132.0,26.0
1687.0,91.0,62.0,11347.26,7.028,14.0,101.0,132.0,26.0
1689.0,86.0,62.0,11360.65,7.129,13.0,101.0,132.0,26.0
1690.0,89.0,62.0,11368.35,7.168,14.0,101.0,131.0,26.0
1692.0,85.0,63.0,11383.0,7.294,13.0,101.0,131.0,26.0
1694.0,81.0,63.0,11396.86,7.196,12.0,101.0,132.0,26.0
1697.0,76.0,61.0,11414.73,6.903,12.0,101.0,132.0,26.0
1698.0,82.0,61.0,11424.99,6.945,13.0,101.0,132.0,26.0
1700.0,79.0,61.0,11439.22,6.992,12.0,101.0,133.0,26.0
1702.0,78.0,65.0,11453.45,7.018,11.0,101.0,133.0,26.0
1704.0,75.0,61.0,11466.52,6.868,12.0,101.0,133.0,26.0
1705.0,86.0,60.0,11473.82,6.781,14.0,101.0,133.0,26.0
1707.0,76.0,61.0,11487.91,7.058,12.0,101.0,132.0,26.0
1709.0,86.0,60.0,11502.1,6.943,14.0,101.0,132.0,26.0
1711.0,67.0,63.0,11515.5,7.1,10.0,101.0,131.0,26.0
1712.0,67.0,63.0,11524.04,6.962,10.0,101.0,131.0,26.0
1714.0,81.0,62.0,11537.15,6.924,12.0,101.0,130.0,26.0
1716.0,83.0,59.0,11550.22,6.879,13.0,101.0,130.0,26.0
1717.0,83.0,59.0,11557.62,6.859,13.0,101.0,130.0,26.0
1718.0,70.0,60.0,11565.19,6.874,11.0,101.0,130.0,26.0
1720.0,83.0,60.0,11578.06,6.848,13.0,101.0,130.0,26.0
1722.0,70.0,60.0,11591.79,6.749,11.0,101.0,131.0,26.0
1724.0,80.0,59.0,11605.46,6.773,13.0,101.0,131.0,26.0
1726.0,76.0,59.0,11615.52,6.865,12.0,101.0,131.0,26.0
1727.0,80.0,59.0,11625.75,6.879,13.0,101.0,130.0,26.0
1729.0,70.0,60.0,11636.09,6.896,11.0,101.0,128.0,26.0
1731.0,76.0,59.0,11653.6,6.746,12.0,101.0,131.0,26.0
1733.0,85.0,60.0,11666.55,6.903,14.0,101.0,133.0,26.0
1734.0,84.0,61.0,11674.05,6.964,13.0,101.0,132.0,26.0
1736.0,76.0,61.0,11687.95,6.781,12.0,101.0,131.0,26.0
1738.0,73.0,65.0,11701.02,7.209,11.0,101.0,131.0,26.0
1740.0,70.0,62.0,11715.96,7.161,11.0,101.0,130.0,26.0
1741.0,81.0,61.0,11723.38,6.669,13.0,101.0,130.0,26.0
1743.0,84.0,61.0,11736.13,6.803,13.0,101.0,129.0,26.0
1744.0,82.0,61.0,11743.6,6.978,13.0,101.0,129.0,26.0
1746.0,80.0,61.0,11757.87,7.043,13.0,101.0,129.0,26.0
1748.0,64.0,60.0,11771.06,6.875,10.0,101.0,130.0,26.0
1749.0,67.0,59.0,11778.26,6.641,11.0,101.0,129.0,26.0
1751.0,76.0,60.0,11791.49,6.525,12.0,101.0,126.0,26.0
1753.0,89.0,63.0,11804.1,6.83,13.0,101.0,124.0,26.0
1754.0,78.0,63.0,11811.54,6.91,12.0,101.0,123.0,26.0
1756.0,79.0,62.0,11825.66,6.95,12.0,101.0,122.0,26.0
1758.0,80.0,60.0,11838.66,6.874,13.0,101.0,122.0,26.0
1759.0,97.0,61.0,11846.09,6.969,15.0,101.0,122.0,26.0
1761.0,80.0,62.0,11860.47,7.164,12.0,101.0,122.0,26.0
1763.0,89.0,60.0,11873.91,7.087,14.0,101.0,121.0,26.0
1764.0,82.0,60.0,11881.55,7.064,13.0,101.0,122.0,26.0
1766.0,84.0,64.0,11895.88,7.025,13.0,101.0,121.0,26.0
1768.0,79.0,62.0,11910.23,7.111,12.0,101.0,121.0,26.0
1770.0,74.0,59.0,11923.29,6.827,12.0,101.0,120.0,26.0
1771.0,121.0,59.0,11930.92,7.161,20.0,101.0,120.0,26.0
1773.0,76.0,60.0,11945.5,7.314,12.0,101.0,120.0,26.0
1775.0,74.0,59.0,11958.54,6.763,12.0,101.0,120.0,26.0
1776.0,81.0,59.0,11965.86,6.806,13.0,101.0,119.0,26.0
1778.0,70.0,60.0,11980.07,7.166,11.0,101.0,119.0,26.0
1780.0,93.0,59.0,11993.6,7.155,15.0,101.0,120.0,26.0
1781.0,88.0,60.0,12001.25,7.07,14.0,101.0,120.0,26.0
1784.0,88.0,60.0,12018.52,7.038,14.0,101.0,120.0,26.0
1785.0,81.0,60.0,12028.96,7.021,13.0,101.0,120.0,26.0
1786.0,74.0,59.0,12036.51,6.947,12.0,101.0,120.0,26.0
1789.0,86.0,60.0,12053.33,6.988,14.0,101.0,119.0,26.0
1791.0,93.0,62.0,12067.75,7.266,14.0,101.0,119.0,26.0
1792.0,144.0,64.0,12078.87,7.765,21.0,101.0,119.0,26.0
1794.0,68.0,64.0,12090.27,7.498,10.0,101.0,119.0,26.0
1796.0,98.0,60.0,12104.57,6.813,16.0,101.0,119.0,26.0
1798.0,84.0,64.0,12119.04,7.228,13.0,101.0,120.0,26.0
1799.0,86.0,61.0,12129.72,7.158,13.0,101.0,120.0,26.0
1801.0,90.0,59.0,12140.25,7.102,15.0,101.0,120.0,26.0
1803.0,84.0,58.0,12154.27,6.713,14.0,101.0,121.0,26.0
1805.0,81.0,62.0,12167.99,6.813,12.0,101.0,121.0,26.0
1806.0,80.0,61.0,12178.58,7.084,13.0,101.0,121.0,26.0
1808.0,93.0,60.0,12189.02,7.057,15.0,101.0,121.0,26.0
1810.0,123.0,59.0,12203.66,7.408,20.0,101.0,121.0,26.0
1812.0,94.0,61.0,12218.85,7.498,15.0,101.0,121.0,26.0
1813.0,89.0,60.0,12229.82,7.331,14.0,101.0,121.0,26.0
1816.0,86.0,61.0,12247.3,7.116,13.0,101.0,121.0,26.0
1817.0,77.0,60.0,12254.92,7.028,12.0,101.0,120.0,26.0
1819.0,81.0,59.0,12269.04,6.937,13.0,101.0,120.0,26.0
1821.0,84.0,59.0,12282.16,6.981,14.0,101.0,119.0,26.0
1822.0,78.0,59.0,12289.74,6.984,13.0,101.0,118.0,26.0
1824.0,77.0,58.0,12303.85,6.917,13.0,101.0,118.0,26.0
1826.0,87.0,60.0,12316.9,6.934,14.0,101.0,117.0,26.0
1827.0,72.0,60.0,12324.4,6.898,11.0,101.0,117.0,26.0
1829.0,72.0,58.0,12338.15,6.692,12.0,101.0,117.0,26.0
1831.0,77.0,58.0,12350.72,6.634,13.0,101.0,117.0,26.0
1832.0,72.0,58.0,12357.97,6.681,12.0,101.0,118.0,26.0
1834.0,81.0,59.0,12371.51,6.773,13.0,101.0,120.0,26.0
1836.0,77.0,58.0,12385.4,6.868,13.0,101.0,121.0,26.0
1837.0,72.0,59.0,12395.58,6.781,12.0,101.0,121.0,26.0
1839.0,71.0,58.0,12405.52,6.663,12.0,101.0,124.0,26.0
1840.0,77.0,57.0,12412.62,6.608,13.0,101.0,125.0,26.0
1842.0,82.0,58.0,12425.3,6.778,14.0,101.0,127.0,26.0
1844.0,73.0,58.0,12439.14,6.816,12.0,101.0,127.0,26.0
1845.0,76.0,57.0,12446.43,6.746,13.0,101.0,128.0,26.0
1847.0,59.0,56.0,12458.89,6.472,10.0,101.0,127.0,26.0
1849.0,80.0,54.0,12472.53,6.295,14.0,101.0,127.0,26.0
1850.0,68.0,55.0,12481.35,6.533,12.0,101.0,127.0,26.0
1853.0,73.0,55.0,12497.19,6.495,13.0,101.0,127.0,26.0
1854.0,61.0,53.0,12504.33,6.506,11.0,101.0,126.0,26.0
1855.0,71.0,52.0,12513.79,6.41,13.0,101.0,126.0,26.0
1857.0,69.0,52.0,12523.36,6.463,13.0,101.0,123.0,26.0
